,DENOMINAZIONE,ID,INDIRIZZO,COMUNE,PROVINCIA,COMUNITA DI VALLE,NAZIONE,SITO INTERNET,LATITUDINE,LONGITUDINE,ALTITUDINE,CATEGORIA 1,CATEGORIA 2,CODICE ACCESSIBILITA' 1,CODICE ACCESSIBILITA' 2,CODICE ACCESSIBILITA' 3,CODICE ACCESSIBILITA' 4,CODICE ACCESSIBILITA' 5,CODICE ACCESSIBILITA' 6,CODICE ACCESSIBILITA' 7,CODICE ACCESSIBILITA' 8,CODICE ACCESSIBILITA' 9,CODICE ACCESSIBILITA' 10,CODICE ACCESSIBILITA' 11,CODICE ACCESSIBILITA' 12,CODICE ACCESSIBILITA' 13,CODICE ACCESSIBILITA' 14,CODICE ACCESSIBILITA' 15,CODICE ACCESSIBILITA' 16,CODICE ACCESSIBILITA' 17,CODICE ACCESSIBILITA' 18,DATA ULTIMA MODIFICA,DATA RILEVAZIONE
460,LABORATORIO ANALISI ADIGE,201,"VIA GAZZOLETTI, 25",Trento,TN,Territorio Val D'adige,Italia,www.laboratorioadige.it,46.07232,11.12256,284.0,Laboratori di Analisi,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,,,2010-03-05 09:49:46,2010-02-24
461,LABORATORIO ANALISI DRUSO,308,"Via Madruzzo, 68",Trento,TN,Territorio Val D'adige,Italia,,46.06391,11.12295,196.0,Laboratori di Analisi,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,,,2010-06-09 12:09:27,2010-05-25
462,LE DUE SPADE ,215,"VIA DON ARCANGELO RIZZI, 11",Trento,TN,Territorio Val D'adige,Italia,,46.0670044,11.1202225,170.0,Osterie / Trattorie,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AI-6r,,,,,,,,2016-02-09 10:00:14.251,2013-01-16
463,LE SFIZIOSE,147,"PIAZZA D'AROGNO, 13",Trento,TN,Territorio Val D'adige,Italia,,46.066744,11.120892,204.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-23 13:55:19.794,2013-01-22
464,LI' LA',1073,"VIA TRAVAI, 39",Trento,TN,Territorio Val D'adige,Italia,,46.06467,11.1216,0.0,Attivita commerciali,,AE-2d,AE-1abc,AE-3abde,AE-3cf,,,,,,,,,,,,,,,2013-03-11 15:40:43.97,2010-09-13
465,LIBERCAFE' - PALAZZINA LIBERTY,1390,"PIAZZA DANTE, 29",Trento,TN,Territorio Val D'adige,Italia,www.libercafe.it,46.070878,11.120989,200.0,Bar,,AE-3abde,AI-6ad,AI-6r,AI-6l,AI-6p,AI-6i,AI-6e,AI-6d,AI-6fg,AI-6bc,AE-1abc,AE-2d,AE-3cf,,,,,,2017-10-09 17:49:13.2,2017-09-28
466,LIBERI TUTTI,400,"Via San Pietro, 3",Trento,TN,Territorio Val D'adige,Italia,www.liberitutti.net,46.070062,11.1244423,200.0,Agenzie viaggi e Promozione Turistica,,AE-1abc,AE-2c,AE-3cf,AE-3abde,,,,,,,,,,,,,,,2013-01-07 12:06:49.929,2010-08-19
467,LIBRERIA - VIAGGERIA,199,"VIA S. VIGILIO, 20",Trento,TN,Territorio Val D'adige,Italia,,46.0665,11.12246,184.0,Librerie,,AI-5c,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2013-01-10 12:01:15.864,2013-01-09
468,LIBRERIA ANCORA,249,"VAI SANTA CROCE, 35",Trento,TN,Territorio Val D'adige,Italia,,46.0640685,11.123466,190.0,Librerie,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-10 21:13:07.721,2010-04-27
469,LIBRERIA CARTOLERIA BENIGNI,324,VIA BELENZANI  51,Trento,TN,Territorio Val D'adige,Italia,,46.067959,11.121544,180.0,Librerie,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2013-01-17 11:16:52.982,2013-01-15
470,LIBRERIA DISERTORI,321,VIA DIAZ 11,Trento,TN,Territorio Val D'adige,Italia,,46.0691218,11.1230799,180.0,Librerie,,AI-5b,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,2013-01-14 12:13:52.067,2013-01-11
471,LIBRERIA DRAKE,248,"VIA GIUSEPPE VERDI, 3",Trento,TN,Territorio Val D'adige,Italia,,46.0663465,11.1152559,200.0,Librerie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-05-10 23:28:14,2010-04-26
472,LIBRERIA EINAUDI ELECTA,309,"Piazza Mostra, 8 ",Trento,TN,Territorio Val D'adige,Italia,www.einaudi.it,46.071028,11.126237,180.0,Librerie,,AE-1abc,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,2013-01-07 11:03:03.483,2013-01-04
473,LIBRERIA GIUNTI AL PUNTO SPA,717,"VIA TRENER, 16 - C/O BREN CENTER",Trento,TN,Territorio Val D'adige,Italia,www.giuntialpunto.it,46.0947884,11.1152304,200.0,Librerie,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2011-05-25 13:07:36,2010-08-05
474,LIBRERIA UBIK,182,"CORSO TRE NOVEMBRE, 10/12",Trento,TN,Territorio Val D'adige,Italia,,46.06263,11.1237,218.0,Librerie,,AI-5d,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2c,,,,,,,,,,,,,2010-03-04 08:04:16,2010-03-03
475,LIBRERIA UNIVERSITARIA,229,"VIA TRAVAI, 28",Trento,TN,Territorio Val D'adige,Italia,www.libreriauniversitaria.it,46.06465,11.12097,161.0,Librerie,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2010-04-20 08:56:49,2010-03-17
476,LICEO PRATI - AULA MAGNA,1114,"VIA SS. TRINITA', 36",Trento,TN,Territorio Val D'adige,Italia,www.liceoprati.it,46.066563,11.124701,200.0,Centri e sale culturali,Scuole e universita,AI-5f,AE-2a,AE-3abde,AI-5fb,AI-6fg,AI-5fa,AI-6r,AI-6bc,AE-2d,AE-2b,AE-1abc,AI-6i,AI-5c,AI-6l,AI-6e,AE-3cf,AI-6p,AI-6d,2013-05-03 12:30:32.553,2013-04-29
477,LICIA DI TAZZI & C,754,"VIA CERVARA, 19",Trento,TN,Territorio Val D'adige,Italia,,46.0723344,11.1281926,200.0,Frutta e Verdura,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-05-27 12:03:04,2010-08-02
478,LINE CAFE' CONTEMPORANEITY,226,"VIA VERDI, 75",Trento,TN,Territorio Val D'adige,Italia,,46.0668891,11.1205348,180.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6r,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,,,,,,2016-01-12 11:50:25.798,2013-01-23
479,LOGOPEDIA,756,"VIA PIAVE, 108",Trento,TN,Territorio Val D'adige,Italia,www.logopedia.iaps.tn.it,46.0641212,11.127659,200.0,Ambulatori Medici,Apparecchi Acustici,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2011-05-27 12:16:04,2010-07-14
480,LUNELLI CARMEN E CARLA S.N.C.,779,"LARGO CARDUCCI, 48",Trento,TN,Territorio Val D'adige,Italia,,46.0684122,11.1252456,200.0,Panifici,,AI-5c,AI-5b,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,2013-01-14 12:27:56.525,2013-01-11
481,La Tana del Ghiro,501,"Via Anzoletti, 14",Trento,TN,Territorio Val D'adige,Italia,,46.0575934,11.1355669,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AI-6r,,,,,,,,,,2016-01-12 11:56:01.237,2010-07-27
482,Libreria Giunti al Punto Spa,366,"Via Oss Mazzurana, 45-47",Trento,TN,Territorio Val D'adige,Italia,www.giuntialpunto.it,46.0689054,11.1225649,200.0,Librerie,,AI-5c,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,2017-11-17 10:54:02.945,2010-08-04
483,Libreria Gulliver,375,"Via Brennero, 320 c/o TOP CENTER",Trento,TN,Territorio Val D'adige,Italia,,46.0920846,11.1153921,200.0,Librerie,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2010-08-05 14:37:15,2010-08-04
484,MALYBAR,793,"VIA VENETO, 96",Trento,TN,Territorio Val D'adige,Italia,,46.058377,11.1223412,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2d,AE-2c,AI-6r,AI-6p,,,,,,,,2016-01-12 13:19:58.382,2010-07-01
485,MERA EMILIO S.N.C.,761,"VIA 2 ANDRONA DI BORGONUOVO, 1",Trento,TN,Territorio Val D'adige,Italia,,46.0657174,11.1229574,200.0,Frutta e Verdura,,AI-5c,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,2013-01-10 11:01:58.521,2013-01-09
486,MILKY WALKY,53,"VIA GARIBALDI, 27",Trento,TN,Territorio Val D'adige,Italia,www.milkywalky.com,46.06705,11.122,199.0,Bar,,AI-6d,AI-5c,AI-5d,AE-3cf,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-3abde,AI-6p,,,,,,,2016-01-12 15:00:51.52,2013-01-09
487,MINI BAR,205,"VIA GEROLA, 7",Trento,TN,Territorio Val D'adige,Italia,,46.0581109,11.1328964,180.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,,,,,,,,,,2016-01-12 15:07:37.395,2010-04-13
488,MINI BISTRO' DORDI,93,"VIA DORDI, 21",Trento,TN,Territorio Val D'adige,Italia,,46.06727,11.12295,181.0,Bar,,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6i,AI-6bc,AI-6ad,AE-1abc,AI-6fg,,,,,,,,,,2016-02-03 11:20:49.499,2013-01-04
489,MIRMAR SNC,789,"VIA BARBACOVI, 40",Trento,TN,Territorio Val D'adige,Italia,,46.0643369,11.1307227,200.0,Bar,,AI-6d,AI-5c,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,,,,2016-02-03 12:02:30.459,2010-07-14
490,MORDI E FUGGI BAR,232,"VIA DEGASPERI, 8",Trento,TN,Territorio Val D'adige,Italia,,46.0497697,11.1221836,190.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,,2010-05-11 07:17:56,2010-04-29
491,MOSCHEA COMUNITA' ISLAMICA DEL TRENTINO ALTO ADIGE,671,"VIA VIVALDI, 15",Trento,TN,Territorio Val D'adige,Italia,,46.0551628,11.1219394,200.0,Edifici di Culto,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-05-23 12:34:21,2010-05-17
492,MOSER CICLI,417,"VIA CALEPINA, 65",Trento,TN,Territorio Val D'adige,Italia,www.mosercicli.com,46.0672287,11.1254952,200.0,Attivita commerciali,,AI-5c,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2013-01-15 12:00:04.396,2013-01-14
493,MOT,557,"VIA GALILEI, 15",Trento,TN,Territorio Val D'adige,Italia,www.motcenter.it,46.06779,11.1260165,0.0,Ottica,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2013-01-15 08:55:41.872,2013-01-14
494,MOTORIZZAZIONE CIVILE,723,"VIA LUNG'ADIGE S. NICOLO', 14",Trento,TN,Territorio Val D'adige,Italia,"www.motorizzazione,provincia.tn.it",46.0815273,11.1119896,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,,,,,,,,2011-05-25 14:00:35,2010-08-03
495,MUSE - MUSEO DELLE SCIENZE,1236,"CORSO DEL LAVORO E DELLA SCIENZA, 3",Trento,TN,Territorio Val D'adige,Italia,www.muse.it,46.062247,11.113108,0.0,Musei,,AI-6o,AI-6p,AE-3cf,AI-6d,AI-6fg,AE-1abc,AI-5fa,AI-5fb,AI-6i,AE-3abde,AI-5f,AI-6l,AI-6e,,,,,,2019-07-22 09:39:11.634,2016-05-03
496,MUSEO DEL RAME - MUSEO NAVARINI,377,"Via Val Gola, 22",Trento,TN,Territorio Val D'adige,Italia,www.navariniramoe.com,46.0371946,11.1046005,190.0,Musei,,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,,2013-03-04 09:54:03.674,2010-08-05
497,MUSEO DELLA SAT - PALAZZO SARACINI CRESSERI,117,"VIA MANCI, 57",Trento,TN,Territorio Val D'adige,Italia,www.sat.tn.it,46.0699422,11.1232717,230.0,Edifici Storici,Musei,AI-6d,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AI-6i,AI-5c,AE-2a,AI-5f,AI-6l,AI-6e,AI-6p,AI-5fb,AI-5fa,AE-2b,AI-6r,,,2017-11-17 10:56:54.848,2016-05-03
498,MUSEO DIOCESANO TRIDENTINO C/O PALAZZO PRETORIO,140,"PIAZZA DUOMO, 18",Trento,TN,Territorio Val D'adige,Italia,www.museodiocesanotridentino.it,46.06758,11.12176,206.0,Edifici Storici,Musei,AI-6d,AI-5fa,AI-5f,AI-5d,AE-3cf,AI-6l,AI-6i,AI-6e,AE-1abc,AI-6r,AE-3abde,AE-2d,AI-6fg,,,,,,2020-10-13 14:02:13.106,2013-01-16
499,MUSEO NAZIONALE STORICO DEGLI ALPINI,1483,DOSS TRENTO,Trento,TN,Territorio Val D'adige,Italia,www.museonazionalealpini.it,46.079942,11.131239,0.0,Musei,,AI-5c,AE-2d,AE-3cf,AE-3abde,,,,,,,,,,,,,,,2018-07-11 15:15:52.219,2016-11-07
500,N.A.A.A. (NATWORK AIUTO ASSISTENZA ACCOGLIENZA),507,"VIA BRONZETTI,"" 29",Trento,TN,Territorio Val D'adige,Italia,www.naaa.it,46.058677,11.121518,200.0,Associazioni,,AE-3cf,AI-6p,AI-6fg,AE-1abc,AE-2d,AI-5fb,AI-5fa,AE-2b,AI-6i,AI-5f,AI-6l,AI-6e,AE-3abde,AE-2a,AI-6r,AI-6d,,,2020-06-30 10:56:15.74,2010-07-27
501,NATURERBE E SANITARI,556,"PIAZZA FIERA, 7",Trento,TN,Territorio Val D'adige,Italia,,46.064979,11.1240549,200.0,Erboristerie,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-10 09:08:34.704,2013-01-09
502,NIKY'S,658,"VIA SAN PIO X, 29",Trento,TN,Territorio Val D'adige,Italia,www.nikys.it,46.0528103,11.1207524,200.0,Ristoranti,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,,,,,,,2016-02-09 16:00:09.908,2010-07-01
503,NON SOLO PIZZA,69,"VIA SUFFRAGIO, 83",Trento,TN,Territorio Val D'adige,Italia,,46.07044,11.1246,172.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-07 11:45:45.632,2013-01-04
504,NUOVA APULEIO,234,"VIA MARCO APULEIO, 58",Trento,TN,Territorio Val D'adige,Italia,,46.0718294,11.1152496,180.0,Gelaterie,Pasticcerie,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6p,AI-6i,AI-6bc,AI-6ad,AE-2c,AI-6fg,AI-6r,,,,,,,,2017-11-17 11:00:13.742,2010-05-06
505,NUOVA ASIA,735,"VIA PREPOSITURA, 15",Trento,TN,Territorio Val D'adige,Italia,,46.0692054,11.1185675,200.0,Ristoranti,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,,2013-01-21 14:36:20.523,2013-01-21
506,NUOVA CASTELLI,732,"PIAZZA DI CENTA, 11",Trento,TN,Territorio Val D'adige,Italia,,46.076036,11.1239391,200.0,Ristoranti,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AI-6p,,,,,,,,2016-02-10 16:58:56.223,2010-07-29
507,NUOVO BAR CHISTÉ,788,"VIA DEL BRENNERO, 6",Trento,TN,Territorio Val D'adige,Italia,,46.0922414,11.1159069,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AI-6r,AI-6p,,,,,,,,,2016-02-03 11:52:37.892,2010-07-14
508,NUOVO BAR PARADISO,155,"VIA PREPOSITURA, 72",Trento,TN,Territorio Val D'adige,Italia,,46.068794,11.118577,225.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6fg,AI-6e,AE-1abc,AI-6r,AE-2d,,,,,,,,,,2013-01-21 15:42:18.446,2013-01-21
509,OASI DELLA SPERANZA ONLUS - CENTRO SOLIDARIETA' PER FAMIGLIE TOSSICODIPENDENTI,521,"VIA VENETO, 24",Trento,TN,Territorio Val D'adige,Italia,www.oasidellasperanza.com,46.0579773,11.1203449,200.0,Associazioni,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2g,AE-2gb,AE-2ga,AE-2a,AI-6r,,,,,,2017-11-17 11:12:54.322,2010-07-16
510,OBI,420,"VIA DEL BRENNERO, 230",Trento,TN,Territorio Val D'adige,Italia,www.obi-italia.it,46.0923121,11.1153171,200.0,Attivita commerciali,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2010-09-02 09:09:04,2010-08-23
511,OLD BAR FOOD,59,"VIA ROGGIA GRANDE, 8",Trento,TN,Territorio Val D'adige,Italia,www.oldbar.it,46.06761,11.12442,214.0,Bar,,AI-6d,AI-5c,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AI-6r,AI-6p,,,,,,,,2016-02-03 10:57:59.838,2013-01-14
512,OPERA UNIVERSITARIA - SERVIZIO DISABILITA',154,"VIA PREPOSITURA, 48",Trento,TN,Territorio Val D'adige,Italia,www.operauni.tn.it,46.06899,11.11824,222.0,Scuole e universita,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6r,AI-6fg,AI-6p,,,,,,,2013-01-21 14:39:53.622,2013-01-21
513,OPERA UNIVERSITARIA,526,"VIA ZANELLA, 1/A",Trento,TN,Territorio Val D'adige,Italia,www.operauni.tn.it,46.0673551,11.1173177,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AI-5d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2a,,,,2011-04-07 12:53:27,2010-08-03
514,OPTISSIMO,584,"VIA ORIOLA, 4",Trento,TN,Territorio Val D'adige,Italia,www.optissimo.it,46.0682586,11.1226458,200.0,Ottica,,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,,2013-01-14 10:47:39.856,2013-01-11
515,ORGANIZZAZIONE CENTRALE PER LO SVILUPPO LOCALE (OCSE) - EX CONVENTO AGOSTINIANI,111,"VIA SAN MARCO, 1",Trento,TN,Territorio Val D'adige,Italia,www.trento.oecd.org,46.0697855,11.1255673,310.0,Uffici Pubblici,Centri e sale culturali,AE-3cf,AE-3abde,AE-1abc,AE-2b,AE-2a,AI-6r,AI-6fg,AI-6bc,AI-6p,AI-6d,AI-6ad,,,,,,,,2017-11-17 11:16:33.794,2016-05-03
516,ORTOPROTESI - OFFICINA ORTOPEDICA,344,"VIA GRAZIOLI, 128",Trento,TN,Territorio Val D'adige,Italia,,46.0653614,11.1330553,180.0,Ortopedie e Sanitarie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-06-17 13:37:36,2010-05-25
517,OSPEDALE SAN CAMILLO,250,VIA BONELLI,Trento,TN,Territorio Val D'adige,Italia,www.sancamillo.com,46.0646823,11.1324542,190.0,Ospedali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,2010-05-10 23:52:00,2010-04-27
518,OSPEDALE SANTA CHIARA,208,"LARGO MEDAGLIE D'ORO, 1",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0578948,11.1329703,180.0,Ospedali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,,,2013-01-07 17:01:49.459,2010-04-13
519,OSTERIA - VINERIA SAN MARTINO,102,"VIA SAN MARTINO, 42",Trento,TN,Territorio Val D'adige,Italia,,46.0731892,11.1254168,216.0,Osterie / Trattorie,,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6bc,AE-1abc,AI-6r,AI-6p,AI-6l,AI-6ad,AI-6fg,AI-6e,,,,,,,2016-02-09 12:01:57.17,2013-01-18
520,OSTERIA DELLA MAL'OMBRA,181,"CORSO 3 NOVEMBRE, 43",Trento,TN,Territorio Val D'adige,Italia,www.osteriadellamalombra.com,46.06104,11.12472,156.0,Enoteche,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6e,AE-1abc,AI-6r,AI-6fg,,,,,,,,,,,2016-01-29 10:50:21.915,2010-02-03
521,OSTERIA TRENTINA,18,"VIA ROMA, 48",Trento,TN,Territorio Val D'adige,Italia,,46.069524,11.120017,165.0,Osterie / Trattorie,,AI-6d,AE-3cf,AE-3abde,AI-6r,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,,2016-02-09 15:07:57.085,2013-01-23
522,OTTICA BENINI,370,"Via Brennero, 320 c/o TOP CENTER",Trento,TN,Territorio Val D'adige,Italia,,46.0920846,11.1153921,200.0,Ottica,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2010-08-05 12:23:18,2010-08-04
523,OTTICA PETERLANA,608,"VIA PERINI, 171",Trento,TN,Territorio Val D'adige,Italia,www.otticapeterlana.it,46.0607464,11.1238213,200.0,Ottica,,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,,2011-04-12 10:20:02,2010-06-28
524,OTTICA ROMANI ,313,"Via Fogazzaro, 9",Trento,TN,Territorio Val D'adige,Italia,www.romanitn.it,46.0560137,11.1292488,180.0,Ottica,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2010-06-11 12:16:38,2010-05-25
525,OTTICA ROMANI due,311,"Via Piave, 12",Trento,TN,Territorio Val D'adige,Italia,www.romanitn.it,46.0619954,11.1245666,180.0,Ottica,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2010-06-09 13:02:35,2010-05-25
526,PALAGHIACCIO DI TRENTO,1303,"VIA FERSINA, 15",Trento,TN,Territorio Val D'adige,Italia,www.asis.trento.it,46.041375,11.123735,0.0,Impianti Sportivi,,AI-6fg,AI-5fa,AI-6r,AI-6bc,AE-1abc,AI-6i,AE-3abde,AI-5f,AI-6l,AI-6e,AE-3cf,AI-6d,AI-6ad,,,,,,2017-11-16 10:59:44.707,2013-11-22
527,PALATRENTO,244,"VIA FERSINA, 11",Trento,TN,Territorio Val D'adige,Italia,www.trentinovolley.it/palatrento,46.041341,11.123772,200.0,Impianti Sportivi,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6l,AI-6fg,AI-6e,AE-1abc,,,,,,,,,2013-01-09 14:11:53.651,2010-03-05
528,PALAZZINA A - APSS,1392,"VIALE VERONA, 16 - C/O BIG CENTER",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.057848,11.128029,200.0,Uffici Pubblici,,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6d,AI-6bc,AI-6ad,AE-3cf,AE-3abde,AI-5fb,AI-5fa,AI-5f,AE-2b,AE-2a,AI-6r,,,2017-11-17 11:56:33.696,2010-04-29
529,PALAZZINA B - APSS,751,"VIALE VERONA, 16  - C/O BIG CENTER",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0577763,11.1279189,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-3abde,,,,,,2017-11-17 12:02:07.131,2010-04-29
530,PALAZZINA C1 - APSS,748,"VIALE VERONA, 16  - C/O BIG CENTER",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0577763,11.1279189,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5f,AI-6l,AE-3cf,AI-6o,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-3abde,,,,,,,2013-01-24 16:07:38.775,2010-04-29
531,PALAZZINA C2 - APSS,749,"VIALE VERONA, 16  - C/O BIG CENTER",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0577763,11.1279189,200.0,Uffici Pubblici,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,,,,,,,,,,,,,,2017-11-17 12:03:15.082,2010-04-29
532,PALAZZINA D - APSS,752,"VIALE VERONA, 16  - C/O BIG CENTER",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.00577763,11.1279189,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6i,AI-6fg,AI-6e,,,,,,,,,2011-05-27 10:19:47,2010-04-29
533,PALAZZO BASSETTI - SEDE INTESA SAN PAOLO,203,"VIA MANTOVA, 19",Trento,TN,Territorio Val D'adige,Italia,www.intesasanpaolo.com,46.067959,11.124009,190.0,Banca,Edifici Storici,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AI-6e,AE-2a,AE-1abc,AI-6o,AI-6i,AI-6l,AI-6p,,,,,2017-05-04 10:30:43.009,2016-05-03
534,PALAZZO CALEPINI - SALA FONDAZIONE CARITRO,107,"VIA CALEPINA, 1",Trento,TN,Territorio Val D'adige,Italia,www.fondazionecaritro.it,46.0668733,11.1223369,230.0,Uffici Pubblici,Centri e sale culturali,AI-6d,AE-3cf,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2b,AE-2a,AI-6l,AI-5fb,AI-5fa,AI-6bc,AI-6r,AI-5f,AI-6ad,AI-6p,AE-3abde,,2019-05-03 12:02:37.21,2016-05-03
535,PALAZZO CONSOLATI - CONSERVATORIO,670,"VIA SANTA MARIA MADDALENA, 1",Trento,TN,Territorio Val D'adige,Italia,www.conservatorio.tn.it,46.0684668,11.1253234,200.0,Centri e sale culturali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AI-5c,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,,,,,2013-01-15 10:18:00.361,2013-01-14
