,Unnamed: 0,has_latitude,has_longitude,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,has_location,has_contactPoint
254,254,46.07527160644531,11.13790225982666,no information specified,Tu-Su 12:00-14:00; Tu-Su 18:30-23:00,restaurant,,ab_84812,'Pizzeria Quattro Stagioni',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,292021580,cp_2791212224
255,255,46.0760498046875,11.146743774414062,no information specified,,pub,,ab_65980,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,292021803,cp_8562746989
256,256,46.06932067871094,11.075325965881348,no information specified,,parking,,ab_75942,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333188,cp_1923803214
257,257,46.05065536499024,11.069311141967772,no information specified,,parking,,ab_2185,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333189,cp_8504948826
258,258,46.05016326904297,11.067954063415527,no information specified,,parking,,ab_25668,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333190,cp_4161338423
259,259,46.04823303222656,11.065044403076172,no information specified,,parking,,ab_50329,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333192,cp_6583053098
260,260,46.0429573059082,11.06399917602539,no information specified,,parking,,ab_93638,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333194,cp_4688245998
261,261,46.04452896118164,11.06091022491455,no information specified,,parking,,ab_49819,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333195,cp_2469717444
262,262,46.041542053222656,11.06017780303955,no information specified,,parking,,ab_3487,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293333196,cp_7330573011
263,263,46.06504440307617,11.041987419128418,no information specified,,attraction,,ab_5429,"""Santuario e Monastero Sant'Anna""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,293338582,cp_5705702023
264,264,46.089115142822266,11.131258964538574,no information specified,,cafe,,ab_35803,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,298086065,cp_1454125031
265,265,46.093971252441406,11.130589485168455,no information specified,"Mo-Su 11:30-14:30, 18:00-23:30",restaurant,,ab_83399,'Ristorante Ai Canopi',,,"{'cuisine': 'pizza;indian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,298086066,cp_2129255991
266,266,45.9627571105957,11.01158046722412,guidepost,,information,,ab_24068,'La Becca',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,307213801,cp_2365503437
267,267,45.97666931152344,11.15127658843994,guidepost,,information,,ab_86967,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,308828312,cp_3128388382
268,268,46.06135940551758,11.150179862976074,no information specified,,playground,,ab_72019,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,361378960,cp_4674137556
269,269,46.07114410400391,11.124173164367676,no information specified,,hotel,,ab_44027,'Hotel America',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,364822145,cp_5258375010
270,270,46.08648300170898,11.121068000793455,no information specified,,playground,,ab_16608,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,365499675,cp_1429661727
271,271,46.08723068237305,11.12135887145996,no information specified,,cafe,,ab_80012,'Caffè al Parco',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,365499676,cp_1969485219
272,272,46.04070281982422,11.154743194580078,no information specified,,parking,,ab_6892,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,365500220,cp_2539057458
273,273,46.0540885925293,11.169154167175291,no information specified,,viewpoint,,ab_40699,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,365500517,cp_8665703040
274,274,46.091434478759766,11.160911560058594,no information specified,,viewpoint,,ab_47098,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,380875070,cp_6894694431
275,275,46.07389068603516,11.184059143066406,no information specified,,viewpoint,,ab_8349,'Cima Celva',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,391038683,cp_4109692966
276,276,46.04288101196289,11.180010795593262,no information specified,,parking,,ab_79114,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,392387072,cp_3331508320
277,277,46.06456756591797,11.095208168029783,no information specified,,hostel,,ab_45939,'Agritur DEPEDRI',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,417327450,cp_6367809460
278,278,46.0532455444336,11.181929588317873,guidepost,,information,,ab_90329,'Spiaz de le Patate',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,424308123,cp_4233345176
279,279,46.04315185546875,11.037962913513184,no information specified,,parking,,ab_84744,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,424453247,cp_9450421522
280,280,46.05796813964844,11.132525444030762,no information specified,,cafe,,ab_6415,'Blu Bar',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,427941701,cp_1138279050
281,281,46.044918060302734,11.128463745117188,no information specified,,parking,,ab_45306,'Parcheggio Big Center',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,427963801,cp_7350453671
282,282,46.04830932617188,11.12391757965088,no information specified,,pitch,,ab_25560,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428313932,cp_9939316871
283,283,46.05174255371094,11.127649307250977,no information specified,,library,,ab_63248,'Biblioteca Clarina',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428313995,cp_9372510011
284,284,46.04923629760742,11.1295804977417,no information specified,,parking,,ab_40369,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428314033,cp_7478572480
285,285,46.04821014404297,11.12411880493164,no information specified,,playground,,ab_8549,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428314137,cp_8078708088
286,286,46.047508239746094,11.126131057739258,no information specified,Mo-Su 08:00-24:00,restaurant,,ab_76045,'Pizzorante Bar Groff',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428639276,cp_1707478847
287,287,46.05600357055664,11.131473541259766,no information specified,,restaurant,False,ab_41992,'Ristorante Loto S.r.l.',,100,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,428644278,cp_8693390829
288,288,46.05632019042969,11.128761291503906,no information specified,Su Off,restaurant,,ab_35861,'Blue Sax',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430531035,cp_1183473898
289,289,46.00675582885742,11.12857723236084,no information specified,Mo-Sa 06:30-20:00; Su 08:00-20:00,cafe,,ab_59772,"'Bar Pasticceria ""Dolce Cuore""'",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430543937,cp_3721822924
290,290,46.06840133666992,11.121418952941896,no information specified,,cafe,,ab_36287,'Caffè Olimpia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430669783,cp_4503936686
291,291,46.07036972045898,11.12121295928955,office,Mo-Su 09:00-19:00,information,,ab_21834,'Ufficio Informazioni - APT Trento,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430669788,cp_2947483627
292,292,46.06892776489258,11.119061470031738,no information specified,Mo-Sa 18:00-24:00,pub,,ab_91968,'Bar Picaro',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430673952,cp_4056323872
293,293,46.06907653808594,11.118671417236328,no information specified,,restaurant,,ab_47047,"""Sapori d'Asia""",,,"{'cuisine': 'chinese', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430673959,cp_1693737670
294,294,46.06947708129883,11.119979858398438,no information specified,,cafe,,ab_22371,'Osteria Trentina',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430675313,cp_9037451775
295,295,46.06991195678711,11.124310493469238,no information specified,,cafe,,ab_74240,'Caffè Excelsior',,,"{'cuisine': 'biscuit', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,430690365,cp_9083488931
296,296,46.04060363769531,11.13290309906006,no information specified,"Mo-Su 11:30-14:30,17:30-23:30",restaurant,,ab_33126,'La Terrazza',,,"{'cuisine': 'indian;italian;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431475183,cp_7140405919
297,297,46.07734680175781,11.120283126831056,no information specified,,cafe,,ab_41695,'Pasticceria Bar Mazzoleni',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431618063,cp_6381290928
298,298,46.07101058959961,11.117009162902832,no information specified,,restaurant,,ab_25341,'Dolomiti',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431622346,cp_9953413389
299,299,46.06499481201172,11.114105224609377,no information specified,"Tu-Su 12:00-14:30,19:00-23:30",restaurant,,ab_64453,'Sapori Mediterranei',,,"{'cuisine': 'fish;pizza;barbecue', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431648975,cp_7506964649
300,300,46.06657028198242,11.117168426513672,no information specified,,restaurant,,ab_10585,'Pizzeria da Albert',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431658690,cp_7255871155
301,301,46.06574249267578,11.121244430541992,no information specified,"Mo-Su 18:00-24:00; Th 07:00-14:00,18:00-24:00",restaurant,,ab_20808,"""Pizzeria Tetley's""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431658709,cp_7486808183
302,302,46.06558609008789,11.12226676940918,no information specified,"Mo-Sa 12:00-14:30,19:30-22:30; Su Off",restaurant,,ab_60379,'Orso Grigio',,,"{'cuisine': 'italian;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,431658713,cp_3262513283
303,303,46.06357192993164,11.131049156188965,no information specified,"Mo-Fr 08:30-14:30, 18:00-00:00; Sa-Su 17:00-00:00",restaurant,,ab_39029,'Ristorante Pizzeria Doc',,,"{'cuisine': 'pizza;regional;breakfast;coffee_shop;bavarian;italian;italian_pizza;local;german;friture;seafood;ice_cream;pasta;chicken;sausage;cake;tea', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,432473109,cp_2573395385
304,304,46.06398391723633,11.123347282409668,no information specified,Mo-Fr 07:00-20:00; Sa 07:00-13:00,cafe,,ab_66056,'Bar 3 Portoni',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,432480281,cp_2524549806
305,305,46.09454345703125,11.109881401062012,no information specified,,pub,,ab_6957,'Tonyk Club',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,432873025,cp_7022735253
306,306,46.03774642944336,11.10538101196289,no information specified,,restaurant,,ab_98783,'Pizzeria da Mimmo',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,432987066,cp_5116456703
307,307,46.03452301025391,11.153945922851562,no information specified,,picnic_site,,ab_95020,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,434165364,cp_5045950010
308,308,46.03913879394531,11.154175758361816,no information specified,,picnic_site,,ab_19157,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,434165377,cp_4030619688
309,309,46.04104232788086,11.155292510986328,no information specified,,picnic_site,,ab_14714,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,434165380,cp_9712866382
310,310,46.06843566894531,11.124621391296388,no information specified,,cafe,,ab_37842,'Carducci',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,439912351,cp_2754604606
311,311,46.06891632080078,11.122626304626465,no information specified,,cafe,,ab_14109,'Bar Rex',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,439912423,cp_3833645226
312,312,46.04746627807617,11.145161628723145,no information specified,,restaurant,,ab_60306,'Ristorante Bar Pizzeria',,,"{'cuisine': 'indian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,441414833,cp_7428503887
313,313,46.06680679321289,11.140582084655762,no information specified,,restaurant,,ab_3314,"'Trattoria ""Al Parol""'",,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,442218340,cp_5346845401
314,314,46.07175827026367,11.113531112670898,no information specified,Tu-Su 09:00-18:00,museum,,ab_19044,'Le Gallerie - Museo Storico del Trentino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,446773163,cp_3022139397
315,315,46.02056503295898,11.04226016998291,no information specified,,sports_centre,,ab_87362,'Centro Fondo alle Viote sul Monte Bondone',multi,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,454219780,cp_6437613156
316,316,46.04524993896485,11.14963722229004,no information specified,,viewpoint,,ab_57460,'Terrazza Panoramica della Grotta',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,457107420,cp_3981392598
317,317,46.02312469482422,11.038593292236328,no information specified,,picnic_site,,ab_76098,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,462257880,cp_7624776699
318,318,46.06757736206055,11.120266914367676,no information specified,Su Off,restaurant,,ab_86576,'Ai Vicoli',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,463189395,cp_8674724304
319,319,46.07609939575195,11.124073028564451,no information specified,"Mo-Fr 12:00-14:30,18:30-23:30; Sa,Su 18:30-23:30",restaurant,,ab_41569,'Ristorante Pizzeria Nuova Castelli',,,"{'cuisine': 'pizza', 'isVegetarian': 'yes', 'isVegan': None, 'isGlutenFree': None}",,468069349,cp_3471623197
320,320,46.05375289916992,11.169840812683104,guidepost,,information,,ab_32477,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206786,cp_5086508352
321,321,46.05204391479492,11.170937538146973,guidepost,,information,,ab_24927,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206788,cp_2342278188
322,322,46.04172134399414,11.181706428527832,guidepost,,information,,ab_43111,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206795,cp_8518443348
323,323,46.04840087890625,11.183282852172852,guidepost,,information,,ab_6935,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206796,cp_7521281458
324,324,46.04999923706055,11.18496799468994,guidepost,,information,,ab_94575,'Stoi de Chegul',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206797,cp_1340289458
325,325,46.050907135009766,11.184489250183104,guidepost,,information,,ab_63752,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206799,cp_3683616399
326,326,46.051029205322266,11.185395240783691,no information specified,,viewpoint,,ab_89875,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,469206830,cp_5603453859
327,327,46.04447555541992,11.033751487731934,guidepost,,information,,ab_53021,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779069,cp_6998873423
328,328,46.04497909545898,11.034229278564451,guidepost,,information,,ab_51257,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779070,cp_8490739165
329,329,46.045188903808594,11.034136772155762,guidepost,,information,,ab_45596,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779072,cp_8080099121
330,330,46.04179763793945,11.037330627441406,guidepost,,information,,ab_7178,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779074,cp_8408812564
331,331,46.043060302734375,11.038509368896484,no information specified,,picnic_site,,ab_41688,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779075,cp_4846125876
332,332,46.04376983642578,11.038569450378418,guidepost,,information,,ab_87043,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779079,cp_9006755358
333,333,46.046993255615234,11.04308795928955,guidepost,,information,,ab_94525,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779080,cp_1936290738
334,334,46.05400466918945,11.041089057922363,guidepost,,information,,ab_29572,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779168,cp_7981125444
335,335,46.05064010620117,11.046772956848145,no information specified,,picnic_site,,ab_25873,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779169,cp_3355246195
336,336,46.05653381347656,11.061649322509766,no information specified,,picnic_site,,ab_19380,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779171,cp_8700751798
337,337,46.06982803344727,11.127410888671877,no information specified,Tu-Sa 22:00-3:00,pub,,ab_22864,'H/àkka/',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,550687807,cp_2133126144
338,338,46.054290771484375,11.13302230834961,no information specified,,fitness_centre,,ab_89356,'Palestra Trim',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,550687814,cp_3771583998
339,339,46.047393798828125,11.087862014770508,no information specified,,picnic_site,,ab_28370,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,554177134,cp_3838668533
340,340,46.07195663452149,11.12444019317627,presenti ascensori per carrozzina ma necessitano di chiamata del personale,"Tu-Su 12:00-14:30,19:00-02:00; Sa 19:00-02:00",restaurant,,ab_68232,'Ristorante Pizzeria Green Tower',,,"{'cuisine': 'pizza;regional', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,556679636,cp_2864618456
341,341,46.06414031982422,11.14805507659912,no information specified,,picnic_site,,ab_52232,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556932203,cp_8088567829
342,342,46.06196594238281,11.151573181152344,no information specified,,guest_house,,ab_8007,'Cantina Ester',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556932213,cp_4922542156
343,343,46.06731414794922,11.165980339050291,no information specified,,playground,,ab_46190,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556978699,cp_1220783016
344,344,46.06787872314453,11.123148918151855,no information specified,,playground,,ab_31802,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557149929,cp_8448295507
345,345,46.06884002685547,11.121569633483888,no information specified,Mo-Su 11:30-23:30,restaurant,,ab_39557,'Ristorante Pizzeria Chistè',,,"{'cuisine': 'neapolitan;pizza;fish', 'isVegetarian': 'yes', 'isVegan': None, 'isGlutenFree': None}",,557149998,cp_9193205025
346,346,46.06925964355469,11.120014190673828,no information specified,,cafe,,ab_38139,'Dersut Caffè',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150086,cp_9952826862
347,347,46.06754684448242,11.120908737182615,no information specified,,cafe,,ab_31834,'Caffè 34',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150243,cp_9828406403
348,348,46.068336486816406,11.119847297668455,no information specified,"Mo-Sa 12:00-14:30,19:00-24:00",restaurant,,ab_52681,"""Rosa D'Oro""",,,"{'cuisine': 'regional;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150278,cp_5026571462
349,349,46.06868362426758,11.120248794555664,no information specified,,hotel,,ab_83082,'Accademia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557169206,cp_9461003258
350,350,46.06745529174805,11.117881774902344,no information specified,,restaurant,,ab_87883,'Orient',,,"{'cuisine': 'chinese;japanese;thai', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557197347,cp_6301518241
351,351,46.06692123413086,11.12063694000244,no information specified,,restaurant,,ab_53865,'Al Duomo',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557197352,cp_4654648613
352,352,46.07182693481445,11.119355201721191,no information specified,,taxi,,ab_7943,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557992543,cp_2881594709
353,353,46.06893539428711,11.120061874389648,no information specified,Mo-Fr 07:00-19:30; Sa 07:00-13:00,cafe,,ab_54944,'Bar Orchidea',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558528917,cp_1226401437
354,354,46.06449890136719,11.12119483947754,no information specified,,cafe,,ab_70638,'Bar Roby',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558621094,cp_4664937340
355,355,46.070194244384766,11.125069618225098,no information specified,,restaurant,,ab_74186,'Antica Trattoria Due Mori',,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558628481,cp_8393112148
356,356,46.07305145263672,11.113516807556152,no information specified,,viewpoint,,ab_61244,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558628542,cp_7378949908
357,357,46.06515502929688,11.102514266967772,no information specified,,viewpoint,,ab_48106,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,559245410,cp_4965957279
358,358,46.06778717041016,11.121268272399902,no information specified,,hotel,,ab_27817,'Albergo Venezia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398204,cp_9111996921
359,359,46.06786346435547,11.121313095092772,no information specified,,hotel,,ab_25555,"""Garnì Aquila d'Oro""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398639,cp_5680668479
360,360,46.06794738769531,11.121254920959473,no information specified,,hotel,,ab_24675,'Albergo Venezia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398648,cp_5152311867
361,361,46.06850814819336,11.123405456542969,no information specified,,cafe,,ab_9902,'Moki',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563754421,cp_7126032253
362,362,46.06977081298828,11.125435829162598,no information specified,"Mo-Sa 12:00-14:30,18:00-24:00",restaurant,,ab_73813,'Alla Grotta',,,"{'cuisine': 'pizza;regional', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,563754485,cp_7246033950
363,363,46.07109832763672,11.125843048095703,no information specified,,restaurant,,ab_60616,'Alla Mostra',,,"{'cuisine': 'pizza;italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563754506,cp_2326254741
364,364,46.09039306640625,11.087020874023438,no information specified,,viewpoint,,ab_1441,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,564836324,cp_8040625357
365,365,46.06881332397461,11.121342658996582,no information specified,"Mo,We-Fr 07:00-19:30; Sa 07:30-19:30; Su 07:30-13:00",cafe,,ab_16855,"'Pasticceria Caffetteria""Casa del Cioccolato""'",,,"{'cuisine': None, 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,570753040,cp_6791112500
366,366,46.06853485107422,11.123724937438965,no information specified,"Mo-Su 11:30-14:00,18:30-22:00",restaurant,,ab_2156,"""Ca' dei Gobj - Ristorante Birreria""",,,"{'cuisine': 'pizza;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,570818625,cp_3211122279
367,367,46.07429122924805,11.135143280029297,no information specified,,parking,,ab_33203,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,583525833,cp_3610213216
368,368,46.07369995117188,11.134199142456056,no information specified,"Mo-Su 11:30-14:00,18:30-23:00; Tu off",restaurant,,ab_4602,'Pizzeria Laste',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,583550447,cp_1883570641
369,369,46.07231140136719,11.077422142028809,no information specified,,picnic_site,,ab_67303,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,600929993,cp_9558014631
370,370,46.07100677490234,11.122320175170898,no information specified,,restaurant,,ab_27830,'Clesio',,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,660602729,cp_1610649276
371,371,46.03388595581055,11.138250350952148,no information specified,,viewpoint,,ab_26895,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,669930692,cp_8075386945
372,372,46.03240966796875,11.13936710357666,no information specified,,viewpoint,,ab_58382,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,669952247,cp_6680750754
373,373,46.03423690795898,11.141754150390623,no information specified,,viewpoint,,ab_9719,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,670093037,cp_5407581451
374,374,46.03108978271485,11.186412811279297,guidepost,,information,,ab_67860,'Piani di Vigo',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,676875507,cp_7122782773
375,375,46.03184509277344,11.18777561187744,no information specified,,viewpoint,,ab_42842,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,676875508,cp_8205323605
376,376,46.07189178466797,11.162327766418455,no information specified,,playground,,ab_51364,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,678066076,cp_6172989856
377,377,46.07602691650391,11.12334442138672,no information specified,,playground,,ab_84432,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,704050053,cp_2286889187
378,378,46.09624099731445,11.130300521850586,guidepost,,information,,ab_10568,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944361,cp_7602849658
379,379,46.09640121459961,11.130080223083496,guidepost,,information,,ab_94682,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944435,cp_6755269259
380,380,46.099369049072266,11.132895469665527,guidepost,,information,,ab_55131,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944462,cp_7374700297
