,Unnamed: 0,has_latitude,has_longitude,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,has_location,has_contactPoint
1093,1093,46.069332122802734,11.157866477966309,no information specified,,picnic_site,,ab_18177,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5414689821,cp_9400985227
1094,1094,46.06932067871094,11.155791282653809,no information specified,,viewpoint,,ab_92232,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5414690089,cp_5687909827
1095,1095,46.06923294067383,11.15575122833252,no information specified,,picnic_site,,ab_67071,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5414690620,cp_8713958386
1096,1096,46.111289978027344,11.091961860656738,no information specified,,hotel,False,ab_11909,'B&B Hotel Trento',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5495943394,cp_7345641001
1097,1097,46.07780075073242,11.14316463470459,no information specified,,playground,,ab_72101,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5501285825,cp_5388767375
1098,1098,46.132442474365234,11.112048149108888,no information specified,,pub,,ab_35462,'Passion Brewery',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5504957384,cp_6585751028
1099,1099,46.06637573242188,11.150897026062012,no information specified,,pitch,,ab_44319,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516336919,cp_2121116535
1100,1100,46.06638717651367,11.151084899902344,no information specified,,picnic_table,,ab_4460,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516336920,cp_8822427212
1101,1101,46.06638717651367,11.151293754577637,no information specified,,picnic_table,,ab_62708,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337021,cp_8309948340
1102,1102,46.06628036499024,11.150785446166992,no information specified,,picnic_table,,ab_68336,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337023,cp_7083769430
1103,1103,46.06611251831055,11.150796890258787,no information specified,,picnic_table,,ab_83704,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337024,cp_8974904683
1104,1104,46.06603240966797,11.150986671447754,no information specified,,picnic_table,,ab_35235,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337025,cp_8987356866
1105,1105,46.0657844543457,11.150943756103516,no information specified,,picnic_table,,ab_72243,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337033,cp_4079878243
1106,1106,46.065704345703125,11.150954246520996,no information specified,,picnic_table,,ab_84270,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5516337034,cp_7071062006
1107,1107,46.07164764404297,11.162205696105955,no information specified,,pitch,,ab_84489,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5535628392,cp_9152325008
1108,1108,46.069950103759766,11.127521514892578,no information specified,,artwork,,ab_76522,'Ciclo dei mesi',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5560172064,cp_6053128485
1109,1109,46.07365417480469,11.15095043182373,no information specified,Sa-Su 10:00-18:00,attraction,,ab_97579,"""Cascata dell'Orrido""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5680205931,cp_9989989677
1110,1110,46.07905960083008,11.115070343017578,no information specified,,picnic_table,,ab_96509,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5760750405,cp_9192033961
1111,1111,46.080474853515625,11.113814353942873,no information specified,,playground,,ab_96010,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5760750409,cp_8089194243
1112,1112,46.07154846191406,11.125680923461914,B&B,,guest_house,,ab_91801,'La loggia del castello',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5894378694,cp_5091102366
1113,1113,46.05098342895508,11.184521675109863,no information specified,,pitch,,ab_91236,,boules,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5984876678,cp_6991420613
1114,1114,46.05247116088867,11.183208465576172,no information specified,,picnic_table,,ab_53708,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5984876680,cp_1508388975
1115,1115,46.07636260986328,11.119309425354004,no information specified,,fitness_centre,,ab_64753,'Mrs.Sporty',fitness,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5998800152,cp_5552936257
1116,1116,46.07018661499024,11.124110221862791,no information specified,,guest_house,,ab_51021,'Heart of Trento',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6011142676,cp_2577886157
1117,1117,46.06055450439453,11.11492156982422,board,,information,,ab_12530,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6030076803,cp_8412179897
1118,1118,46.07147979736328,11.126684188842772,no information specified,"01 May 2018 - 28 October 2018 Mo-Su 10:00 - 18:00 Uhr, other than this period 9:30 - 17:00",museum,,ab_80384,'Castello del Buonconsiglio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6036162190,cp_7500396549
1119,1119,46.07133865356445,11.12688446044922,no information specified,,cafe,,ab_16076,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6036162191,cp_8573112957
1120,1120,46.11865997314453,11.11495590209961,no information specified,,picnic_table,,ab_70077,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6038939624,cp_7867843167
1121,1121,46.07167053222656,11.121198654174805,no information specified,,parking,,ab_40141,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6103798687,cp_9961636584
1122,1122,46.0718002319336,11.121281623840332,no information specified,,parking,,ab_15967,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6103798688,cp_6367755473
1123,1123,46.07319641113281,11.12673282623291,no information specified,Mo-Su 09:00-22:00,fitness_centre,,ab_89579,'Salus',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6139494125,cp_1797315818
1124,1124,46.0651969909668,11.123017311096191,no information specified,,hotel,,ab_28788,'Il Torrione',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6173229186,cp_5429214072
1125,1125,46.08343505859375,11.17504596710205,no information specified,,parking,,ab_76731,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6176542412,cp_1986071413
1126,1126,46.00391387939453,11.130366325378418,no information specified,,picnic_table,,ab_13961,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6188312558,cp_8228394040
1127,1127,46.01088333129883,11.133519172668455,no information specified,,playground,,ab_3312,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6188372688,cp_7401340111
1128,1128,46.00242233276367,11.128689765930176,no information specified,,picnic_table,,ab_34012,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6190168499,cp_3338050308
1129,1129,46.00276565551758,11.129098892211914,no information specified,,picnic_table,,ab_18525,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6190168500,cp_6320265172
1130,1130,46.00693893432617,11.129960060119627,no information specified,,picnic_table,,ab_53843,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6205008035,cp_3057718456
1131,1131,46.00712966918945,11.129345893859863,no information specified,,pitch,,ab_12210,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6205008036,cp_7209426465
1132,1132,46.00706481933594,11.129324913024902,no information specified,,pitch,,ab_93733,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6205008037,cp_3615940615
1133,1133,46.07460403442383,11.125072479248049,board,,information,,ab_59589,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6220577266,cp_7624663269
1134,1134,46.00658798217773,11.12879467010498,no information specified,,cinema,,ab_69943,'Cinema Parrocchiale di Mattarello',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6239479972,cp_7719104791
1135,1135,46.01491928100586,11.13258171081543,no information specified,,fitness_centre,,ab_93313,'Centro benessere Greta',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6240212652,cp_4370174596
1136,1136,45.998477935791016,11.124874114990234,no information specified,"Tu 07:30-11:30, 16:30-22:30; We 10:00-22:00; Th 07:30-11:30, 16:30-22:30; Fr 12:00-22:00; Sa, Su 10:00-20:00",sports_centre,,ab_58804,'Infinity Boulder',climbing,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6252338463,cp_5592733812
1137,1137,46.083404541015625,11.14413356781006,no information specified,,restaurant,,ab_66130,'Agritur Calcaiol',,,"{'cuisine': 'regional;italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6285603913,cp_8521255046
1138,1138,46.0678825378418,11.123287200927734,no information specified,,playground,,ab_72879,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6298760792,cp_2831722501
1139,1139,46.05256271362305,11.127583503723145,no information specified,,playground,,ab_24614,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6325886689,cp_1375555574
1140,1140,46.0517692565918,11.125067710876465,no information specified,,playground,,ab_90930,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6327116806,cp_8839580728
1141,1141,46.09497833251953,11.110130310058594,no information specified,,fitness_centre,,ab_99061,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6342878355,cp_5185915856
1142,1142,46.00376510620117,11.130510330200195,no information specified,,picnic_table,,ab_42135,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6368593931,cp_8543117811
1143,1143,45.99934005737305,11.123202323913574,no information specified,,picnic_table,,ab_66216,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6368904143,cp_3234043941
1144,1144,46.062294006347656,11.079830169677734,no information specified,,parking,,ab_85022,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6374008771,cp_4608087523
1145,1145,46.06989288330078,11.126521110534668,no information specified,,restaurant,,ab_70476,'Terra Mia',,,"{'cuisine': 'fish;italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6438863499,cp_3138761683
1146,1146,46.09206771850586,11.145978927612305,guidepost,,information,,ab_55320,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906526,cp_3626444234
1147,1147,46.09121322631836,11.14759349822998,guidepost,,information,,ab_28429,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906527,cp_2542402215
1148,1148,46.09029769897461,11.147589683532717,guidepost,,information,,ab_35586,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906528,cp_6325953952
1149,1149,46.0894775390625,11.145953178405762,guidepost,,information,,ab_31922,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906529,cp_6266576821
1150,1150,46.08787155151367,11.145660400390623,guidepost,,information,,ab_95405,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906530,cp_5778497826
1151,1151,46.084617614746094,11.14775562286377,guidepost,,information,,ab_28515,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906531,cp_8970682190
1152,1152,46.084266662597656,11.147730827331545,guidepost,,information,,ab_48336,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906532,cp_1869141707
1153,1153,46.08224868774414,11.148687362670898,guidepost,,information,,ab_20560,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906533,cp_1686128741
1154,1154,46.07820510864258,11.144349098205566,guidepost,,information,,ab_8929,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906534,cp_5189314127
1155,1155,46.0778923034668,11.142396926879885,guidepost,,information,,ab_29359,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,6443906535,cp_7835226022
1156,1156,46.0771369934082,11.142014503479004,map,,information,,ab_92547,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6443906536,cp_2171929096
1157,1157,46.05903625488281,11.174753189086914,no information specified,,information,,ab_46306,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6502862072,cp_3814658647
1158,1158,46.04575729370117,11.172444343566896,no information specified,,picnic_site,,ab_21899,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6502872580,cp_3665475499
1159,1159,46.05670547485352,11.12218952178955,no information specified,,playground,,ab_88885,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6511187238,cp_6293914213
1160,1160,46.08036804199219,11.113236427307127,no information specified,,parking,,ab_98013,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6513978888,cp_7836382850
1161,1161,46.06288909912109,11.115374565124512,no information specified,,artwork,,ab_79060,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6521916957,cp_1552963934
1162,1162,46.06324005126953,11.115592956542969,no information specified,,artwork,,ab_91604,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6521916958,cp_6592792251
1163,1163,46.01897048950195,11.040111541748049,board,,information,,ab_92658,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6544985355,cp_4432750473
1164,1164,46.01429748535156,11.132369041442873,no information specified,,adult_gaming_centre,,ab_74093,'Scommettiamo è',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6550746571,cp_4300501169
1165,1165,46.073917388916016,11.118494987487791,board,,information,,ab_55691,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6560454314,cp_7951424051
1166,1166,46.08128356933594,11.123005867004396,no information specified,,language_school,,ab_40644,'Your International School',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6568436294,cp_7407417216
1167,1167,46.10897064208984,11.110658645629885,no information specified,Tu-Su 18:00-22:00,restaurant,,ab_82752,"""Cilli's Pizza""",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6586924485,cp_2045023281
1168,1168,46.10187149047852,11.095306396484377,no information specified,Mo-Fr 09:00-17:00; Sa 09:00-12:00,museum,,ab_99037,'TTram',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6586924497,cp_5213430807
1169,1169,46.10638046264648,11.111780166625977,no information specified,,theatre,,ab_29421,'Teatro Gigi Cona',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6588442178,cp_1104334673
1170,1170,46.064239501953125,11.041254043579102,guidepost,,information,,ab_49850,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6589951277,cp_6146291033
1171,1171,46.09506988525391,11.117777824401855,no information specified,,pitch,,ab_55617,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6638897075,cp_9443478379
1172,1172,46.09480667114258,11.11846160888672,no information specified,,pitch,,ab_44776,,soccer,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6638897080,cp_2029014004
1173,1173,46.08341217041016,11.17513370513916,no information specified,,viewpoint,,ab_91652,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6720523749,cp_6515389995
1174,1174,46.00646209716797,11.163124084472656,no information specified,,picnic_table,,ab_60270,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6724217627,cp_6413886666
1175,1175,46.06092071533203,11.117979049682615,no information specified,,guest_house,,ab_69400,'B&B Nicole',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6853587131,cp_3709890723
1176,1176,46.0531005859375,11.071539878845217,no information specified,,restaurant,,ab_18122,'Ristorante Trento Alata',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6855773385,cp_6300442763
1177,1177,46.09683990478516,11.116616249084473,no information specified,,pitch,,ab_48511,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6886317057,cp_5204151767
1178,1178,46.064598083496094,11.133538246154783,no information specified,Fr 16:30-18:00,language_school,,ab_79318,'Associazione Esperantista Trentina',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6911687110,cp_3136240075
1179,1179,46.067420959472656,11.149802207946776,no information specified,,fitness_station,,ab_49631,,fitness,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050300,cp_9211838845
1180,1180,46.06744003295898,11.150016784667969,no information specified,,pitch,,ab_94816,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050301,cp_3932056976
1181,1181,46.06655883789063,11.149405479431152,no information specified,,picnic_table,,ab_1102,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050345,cp_2692771384
1182,1182,46.06654357910156,11.149779319763184,no information specified,,picnic_table,,ab_58929,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050346,cp_6733352001
1183,1183,46.06655502319336,11.149593353271484,no information specified,,picnic_table,,ab_33407,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050347,cp_4446567453
1184,1184,46.06744003295898,11.149938583374023,no information specified,,picnic_table,,ab_93775,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6946050348,cp_7006827077
1185,1185,46.03652191162109,11.12951374053955,no information specified,,restaurant,,ab_49153,'Tentazioni',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6953660212,cp_1245536459
1186,1186,46.064186096191406,11.131595611572266,no information specified,,guest_house,,ab_35501,'B&B Rosagalina',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6961496022,cp_7644876486
1187,1187,46.074745178222656,11.113032341003418,no information specified,,picnic_table,,ab_21946,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6966933888,cp_2417250525
1188,1188,46.04365539550781,11.13178539276123,no information specified,,playground,,ab_56870,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6967117112,cp_4845210849
1189,1189,46.07047271728516,11.121557235717772,no information specified,,parking,,ab_27839,,,5,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7004175186,cp_9152404537
1190,1190,46.05868148803711,11.121837615966797,no information specified,,music_school,,ab_3649,'Il Diapason',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7036436527,cp_8058115055
1191,1191,46.130470275878906,11.128429412841797,no information specified,,playground,,ab_81543,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078215739,cp_9057363744
1192,1192,46.13576126098633,11.114578247070312,no information specified,,playground,,ab_90016,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078253913,cp_8610217326
1193,1193,46.13584899902344,11.11431121826172,no information specified,,pitch,,ab_23437,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078253914,cp_7263524335
1194,1194,46.12224960327149,11.116265296936035,no information specified,,playground,,ab_79175,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078259884,cp_5539757369
1195,1195,46.12225341796875,11.116148948669434,no information specified,,pitch,,ab_82652,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078322785,cp_9253387125
1196,1196,46.11549377441406,11.115151405334473,no information specified,,playground,,ab_88803,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078449603,cp_3129722421
1197,1197,46.11524963378906,11.1157865524292,no information specified,,picnic_table,,ab_76961,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078449619,cp_5309796590
1198,1198,46.1153450012207,11.115442276000977,no information specified,,pitch,,ab_13304,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7078449626,cp_3993861189
1199,1199,46.01153564453125,11.128153800964355,no information specified,,picnic_site,,ab_12451,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7085814884,cp_9906871240
1200,1200,46.0743408203125,11.07870388031006,guidepost,,information,,ab_81989,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7091026451,cp_5219950256
1201,1201,46.07440948486328,11.077722549438477,guidepost,,information,,ab_55379,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7091026452,cp_1608783827
1202,1202,46.06743240356445,11.117523193359377,no information specified,,museum,,ab_61808,"""Officina dell'Autonomia - Museo Storico del Trentino""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7094044891,cp_1405115674
1203,1203,46.10791397094727,11.112363815307615,no information specified,,library,,ab_14293,'Biblioteca Gardolo',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449512,cp_5008901521
1204,1204,46.03781127929688,11.106449127197266,no information specified,,library,,ab_21424,'Biblioteca Ravina',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449513,cp_4625585016
1205,1205,46.07161712646485,11.05994987487793,no information specified,"Mo-Th 14:30-18:30; We, Fr 09:00-12:00",library,,ab_89127,'Biblioteca Sopramonte',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449514,cp_8989534812
1206,1206,46.01715469360352,11.10590362548828,no information specified,,library,,ab_73272,'Punto di prestito Romagnano',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449515,cp_8550949788
1207,1207,46.04024887084961,11.13329792022705,no information specified,,library,,ab_82718,'Punto di prestito Madonna Bianca',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449516,cp_7714027334
1208,1208,46.085750579833984,11.062891960144045,no information specified,,library,,ab_83582,'Punto di prestito Cadine',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449517,cp_7518739431
1209,1209,46.10812759399414,11.14423942565918,no information specified,,library,,ab_98077,'Punto di prestito Montevaccino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449518,cp_1436570518
1210,1210,46.089820861816406,11.131462097167969,no information specified,,library,,ab_62301,'Punto di prestito Martignano',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7095449519,cp_4897447778
1211,1211,46.00657272338867,11.128347396850586,no information specified,,parking,,ab_16598,,,9,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7105562301,cp_5364484898
1212,1212,46.00616836547852,11.130491256713867,no information specified,,playground,,ab_98428,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7105562314,cp_7685599655
1213,1213,46.0062255859375,11.127226829528809,no information specified,,pub,,ab_53505,'La Pinta Birreria',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7105717814,cp_6398328262
1214,1214,46.00627136230469,11.126904487609863,no information specified,,parking,,ab_76596,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7105717815,cp_2561015503
1215,1215,46.09334945678711,11.13070011138916,no information specified,,parking,,ab_80774,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7119399623,cp_6804498621
1216,1216,46.008392333984375,11.128377914428713,no information specified,,parking,,ab_25665,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7124387564,cp_8142818942
1217,1217,46.00600814819336,11.12735080718994,no information specified,,artwork,,ab_34606,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7146805206,cp_6320676748
1218,1218,46.05432891845703,11.094977378845217,no information specified,,viewpoint,,ab_16742,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7208958622,cp_2930259733
1219,1219,46.05248260498047,11.09337329864502,no information specified,,viewpoint,,ab_80088,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7220695247,cp_6035947375
1220,1220,46.06635284423828,11.185301780700684,no information specified,,picnic_table,,ab_49625,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7258551095,cp_7019033409
1221,1221,46.03712844848633,11.128538131713867,no information specified,,parking,,ab_16511,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7276433975,cp_1846947730
1222,1222,46.03791809082031,11.128671646118164,no information specified,,playground,,ab_74050,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7276433976,cp_7673154567
1223,1223,46.032691955566406,11.151540756225586,no information specified,,viewpoint,,ab_27907,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7478298212,cp_1921713990
1224,1224,46.127689361572266,11.116684913635254,no information specified,,restaurant,,ab_59547,'Carpe Diem',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7527311775,cp_2625804313
1225,1225,46.0897216796875,11.169262886047363,no information specified,,viewpoint,,ab_60784,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7568794172,cp_1742024176
